smiles,prediction,prediction_type,similarity,ligand ID
CC1=CN=C(N=C1C2=CN(N=C2)C(C)C)NC3=CC4=C(C=C3)N(CC4)C(=O)C5CC5(F)F,8.30904883231479,regression,98,Predicted_nr38_98
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)[NH3+])OC,8.307998021870965,regression,98,Predicted_nr39_98
CN1C=C(C=N1)NC2=NC=C(C(=N2)NC3CCC4(CC3)CCN(C4)C(=O)CC#N)Cl,8.30495594618264,regression,98,Predicted_nr40_98
CC1=CN=C(N=C1C2=CN(N=C2)C(C)C)NC3=CC4=C(C=C3)N(CC4)C(=O)C5CC5F,8.304256110245591,regression,98,Predicted_nr41_98
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)[N+](C)(C)C)OC,8.288409959503285,regression,98,Predicted_nr42_98
C1CC(CCC1CNCC2=CC=C(C=C2)OC(F)(F)F)C3=C4C5=C(NC=C5)N=CN4N=N3,8.275000438896308,regression,98,Predicted_nr43_98
C1CN(C2=C1C=C(C=C2)NC3=NC=C(C(=N3)C4=CN(N=C4)CCC#N)F)S(=O)(=O)C(F)(F)F,8.27155107212452,regression,98,Predicted_nr44_98
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)[NH2+]C)OC,8.268055787576992,regression,98,Predicted_nr45_98
COC1=CC=C(C=C1)CNCC2CCC(CC2)C3=C4C5=C(NC=C5)N=CN4N=N3,8.265585499769438,regression,98,Predicted_nr46_98
CC1=CN=C(N=C1C2=CN(N=C2)C(C)C)NC3=CC4=C(C=C3)N(CC4)C(=O)C5CCCN5,8.264694775284886,regression,98,Predicted_nr47_98
C1C2CC3CC(C2)(CC1C3NC4=C5C=CNC5=NC=C4C(=O)N)O,8.255056534041572,regression,98,Predicted_nr48_98
C1COCC(C1C#N)N2C=C(C(=N2)NC3=CC(=C(C=C3)C#N)Cl)C(=O)N,8.251006348153362,regression,98,Predicted_nr49_98
CC1CCOCC1N2C=C(C(=N2)NC3=CC=C(C=C3)C#N)C(=O)N,8.246536819396495,regression,98,Predicted_nr50_98
C1CC1C(=O)NC2=NC=CC(=C2)NC(=O)C3=C(C=CC=C3Cl)Cl,6.717944013640273,regression,,Reference
