iter	RMSE
166	0.6687626311
167	0.6681424862
168	0.6670745873
169	0.6665562273
170	0.6656339075
171	0.6648286224
172	0.6641634189
173	0.6636354457
174	0.662881114
175	0.6623422576
176	0.6615668118
177	0.6610869292
178	0.6602378746
179	0.6595428048
180	0.658645059
181	0.6580180977
182	0.6573255689
183	0.6568374804
184	0.655892273
185	0.6553615758
186	0.6544329298
187	0.6538045155
188	0.653653332
189	0.6529230214
190	0.652236055
191	0.651430676
192	0.6508351496
193	0.6502004349
194	0.649503354
195	0.6489704979
196	0.6480475225
197	0.6474583185
198	0.6461821182
199	0.645481095
200	0.6450543071
201	0.6445656436
202	0.6441660625
203	0.643684508
204	0.6433042015
205	0.6425311395
206	0.6412198207
207	0.6405168632
208	0.6398358281
209	0.6389687283
210	0.6383459791
211	0.6381436367
212	0.6376108313
213	0.6370851081
214	0.6365860277
215	0.6363761892
216	0.6356088625
217	0.6349593648
218	0.6347878669
219	0.6343832373
220	0.6336893988
221	0.6331241434
222	0.6324552387
223	0.6321391617
224	0.6315617187
225	0.6313652399
226	0.6307281614
227	0.630117365
228	0.6294154768
229	0.6286936354
230	0.6281710218
231	0.6277208712
232	0.6269782032
233	0.6267526936
234	0.6265847095
235	0.6261727378
236	0.625784851
237	0.6250447914
238	0.6248588625
239	0.624242013
240	0.6238187858
241	0.6232352566
242	0.6223559374
243	0.6221875864
244	0.6216157123
245	0.6210282897
246	0.6208478797
247	0.6206432139
248	0.6197948704
249	0.6195934726
250	0.6194545841
251	0.6191472352
252	0.618961285
253	0.6186622246
254	0.6185052224
255	0.6180705479
256	0.6178030608
257	0.6172492889
258	0.616782609
259	0.6162446854
260	0.6157192196
261	0.6151906784
262	0.6147763299
263	0.6146292464
264	0.6139546069
265	0.6136489536
266	0.6129852821
267	0.6128498434
268	0.6123812446
269	0.6120010234
270	0.6114485736
271	0.6111442569
272	0.6109322122
273	0.6105919226
274	0.6100380302
275	0.6099043141
276	0.6091647559
277	0.6087779774
278	0.6081019041
279	0.6075613531
280	0.6071270375
281	0.6070025046
282	0.6066566035
283	0.6062351704
284	0.6056130922
285	0.6050948367
286	0.6044687284
287	0.6040433144
288	0.6034318862
289	0.6026399931
290	0.6021839472
291	0.6019332806
292	0.6014435226
293	0.601052143
294	0.6005020615
295	0.6000810895
296	0.5996610506
297	0.599369911
298	0.5989181064
299	0.5981715419
300	0.5978843812
301	0.5973993278
302	0.5971811838
303	0.5966044082
304	0.59609269
305	0.5955522446
306	0.5951199984
307	0.5947576663
308	0.5940608664
309	0.5936455046
310	0.5932682038
311	0.5930154484
312	0.5926865493
313	0.5923954178
314	0.5919218523
315	0.5916589824
316	0.5913819297
317	0.5907309433
318	0.5905134091
319	0.5902674278
320	0.5901614232
321	0.5896547949
322	0.5894170165
323	0.58887146
324	0.5885311791
325	0.5878942057
326	0.5872558873
327	0.5871302742
328	0.586699497
329	0.5863058461
330	0.586194779
331	0.58590408
332	0.5856505563
333	0.5854224306
334	0.5848931386
335	0.5845959137
336	0.5844284984
337	0.583981601
338	0.5831584591
339	0.5828600397
340	0.5825557937
341	0.5824699764
342	0.5822947193
343	0.5818974658
344	0.5813981179
345	0.5810007575
346	0.58078806
347	0.580323549
348	0.5801897799
349	0.5800029614
350	0.5796921903
351	0.5793322724
352	0.579090301
353	0.5788572992
354	0.578150347
355	0.5775539351
356	0.5772846804
357	0.5768489153
358	0.5766458549
359	0.5762596984
360	0.5759693768
361	0.575573577
362	0.5752056753
363	0.5744857611
364	0.5737909875
365	0.5736545399
366	0.573585403
367	0.5733202653
368	0.5732023521
369	0.5728765935
370	0.5727098528
371	0.5723754026
372	0.5722490244
373	0.5718870876
374	0.5713461054
375	0.5712788671
376	0.5708879088
377	0.570187901
378	0.5697113555
379	0.5692368215
380	0.5691037111
381	0.5689291578
382	0.5686858373
383	0.5683857526
384	0.5681617537
385	0.5677151565
386	0.5673294418
387	0.566890684
388	0.5668141807
389	0.5664727263
390	0.5661273669
391	0.5658393509
392	0.5657275008
393	0.5655927992
394	0.5653510451
395	0.5650047239
396	0.5645961361
397	0.5643633651
398	0.5642752827
399	0.5640841262
400	0.563980979
401	0.5638587074
402	0.5635831127
403	0.5632973787
404	0.5631253014
405	0.5628993456
406	0.5625907618
407	0.5623559049
408	0.5620079349
409	0.5618541865
410	0.5617852897
411	0.5615951106
412	0.5614356342
413	0.5612396017
414	0.5610748597
415	0.5609873134
416	0.5608603854
417	0.5606151109
418	0.5603813225
419	0.5600523181
420	0.5597571341
421	0.559469706
422	0.5594064421
423	0.5593423223
424	0.5589931092
425	0.558592526
426	0.5583993576
427	0.5580686145
428	0.557636837
429	0.5572849788
430	0.5569955917
431	0.5566494398
432	0.5563390831
433	0.5562831474
434	0.5561546272
435	0.5559163525
436	0.5556959154
437	0.5553516441
438	0.5550550944
439	0.5549498666
440	0.5548578815
441	0.5547508077
442	0.5544833207
443	0.5542180021
444	0.5541657082
445	0.5536750217
446	0.5533943492
447	0.5533428998
448	0.5530723052
449	0.552655681
450	0.5526058009
451	0.5524234534
452	0.5522112023
453	0.5519823668
454	0.5516895998
455	0.5514033084
456	0.5511312416
457	0.5507967941
458	0.5505730215
459	0.5504503684
460	0.5502776081
461	0.5501441956
462	0.5498979642
463	0.5496540655
464	0.549514012
465	0.5493725528
466	0.5490914431
467	0.5487880243
468	0.5484846845
469	0.548141764
470	0.5478039912
471	0.5475110329
472	0.5470965688
473	0.5468477866
474	0.5464445551
475	0.5459312167
476	0.5458087334
477	0.545550322
478	0.5452241058
479	0.5449951042
480	0.5446785716
481	0.5443704487
482	0.5443060031
483	0.5439979939
484	0.5437778856
485	0.543548021
486	0.5432994581
487	0.5430969501
488	0.5427736572
489	0.5425473776
490	0.5422234629
491	0.5420546838
492	0.5418204218
493	0.541660257
494	0.5414195025
495	0.5410839483
496	0.5409059293
497	0.5407962666
498	0.5404821821
499	0.5402896656
500	0.540146887
501	0.5397921611
502	0.5395915792
503	0.5394177517
504	0.5391135972
505	0.5389484165
506	0.5387558271
507	0.5384932673
508	0.5382995579
509	0.538013738
510	0.53782253
511	0.5374457612
512	0.5372632094
513	0.5370593729
514	0.5370007124
515	0.5365968582
516	0.5363452907
517	0.5361254452
518	0.5358350475
519	0.5356970418
520	0.5355937061
521	0.5353986278
522	0.5351259004
523	0.534764265
524	0.5345007048
525	0.5341994824
526	0.5340707157
527	0.5339606388
528	0.5338589848
529	0.5337164317
530	0.5336644362
531	0.5333809649
532	0.5333186783
533	0.5329065051
534	0.5327067916
535	0.5325243916
536	0.5322938559
537	0.5322003011
538	0.5319514822
539	0.5318229826
540	0.531603599
541	0.5312949869
542	0.5311070353
543	0.5310492388
544	0.5308376687
545	0.5306893684
546	0.530488766
547	0.530311617
548	0.5301032742
549	0.5299774311
550	0.5298703823
551	0.5297203479
552	0.529545086
553	0.5292641588
554	0.5289268727
555	0.5288728335
556	0.5286464073
557	0.5284642254
558	0.528327583
559	0.5280931149
560	0.527925998
561	0.5276826595
562	0.527364108
563	0.5272135817
564	0.526931437
565	0.5268435182
566	0.5267186891
567	0.5265158495
568	0.5263801493
569	0.5260725756
570	0.5259422958
571	0.5257379687
572	0.5254851613
573	0.5254117327
574	0.5252294962
575	0.5250058982
576	0.5247725867
577	0.5245121233
578	0.5243176132
579	0.5242308529
580	0.524062051
581	0.5239699725
582	0.5238319659
583	0.5236375677
584	0.5235715892
585	0.5232744419
586	0.5230992928
587	0.5229225673
588	0.52257265
589	0.5224959823
590	0.5222227488
591	0.5220395583
592	0.5219292751
593	0.5218203872
594	0.5216447527
595	0.5215758234
596	0.5215192315
597	0.5213033054
598	0.5211982594
599	0.5210805212
600	0.5208129841
601	0.5206926119
602	0.5206549747
603	0.5205314787
604	0.5203408918
605	0.5201678598
606	0.5201170546
607	0.5199349894
608	0.5197752806
609	0.5196109567
610	0.5195710363
611	0.5193165458
612	0.5190905075
613	0.5188747655
614	0.5188314931
615	0.5186760199
616	0.5186053749
617	0.5184441013
618	0.5183145013
619	0.5182237477
620	0.5181426348
621	0.5180346728
622	0.5179264772
623	0.5178413514
624	0.517709296
625	0.5175587795
626	0.5174819521
627	0.5173856335
628	0.5172784836
629	0.5171245042
630	0.517036734
631	0.5169843234
632	0.5168132697
633	0.5166578401
634	0.5164596887
635	0.5163781934
636	0.5162077419
637	0.5160867664
638	0.5159655872
639	0.5155956708
640	0.5154027634
641	0.515318268
642	0.51519549
643	0.5149311498
644	0.5148255126
645	0.5146524193
646	0.5145454662
647	0.5144640038
648	0.5142800708
649	0.5140735306
650	0.5138585917
651	0.5135799959
652	0.5133377393
653	0.5133102983
654	0.5131795844
655	0.5128873918
656	0.512727783
657	0.5125520994
658	0.5124689228
659	0.5123379018
660	0.5122641839
661	0.5121107878
662	0.5118561228
663	0.5117445276
664	0.5116124535
665	0.5114341846
666	0.5113312217
667	0.5110411462
668	0.5108768033
669	0.5107353715
670	0.5106221869
671	0.5104022547
672	0.5102216568
673	0.5100900083
674	0.5099270107
675	0.5098793045
676	0.5097870577
677	0.5096171019
678	0.509458789
679	0.509225048
680	0.5090502473
681	0.5088496182
682	0.5087443776
683	0.5085454715
684	0.5084411993
685	0.5082952735
686	0.5082386811
687	0.5080035239
688	0.5079585652
689	0.5077001364
690	0.5075772898
691	0.5075065942
692	0.507311259
693	0.5070833062
694	0.5069364959
695	0.5068341482
696	0.5067221247
697	0.5066227143
698	0.5064613924
699	0.5062840928
700	0.5061596906
701	0.5060051982
702	0.505911106
703	0.5058167201
704	0.5057382416
705	0.5056094385
706	0.5054249361
707	0.5051548345
708	0.5049863416
709	0.5047988626
710	0.5046316169
711	0.5044790105
712	0.5044335077
713	0.5043535521
714	0.5041163215
715	0.5040034577
716	0.5039749568
717	0.5037965497
718	0.5036100527
719	0.5034858889
720	0.5033020338
721	0.5032771416
722	0.5031556226
723	0.5031141077
724	0.5030458966
725	0.5029502216
726	0.5028253522
727	0.5027794287
728	0.5026240819
729	0.5025358831
730	0.5023732051
731	0.5022423203
732	0.5020449936
733	0.5019348543
734	0.5017973438
735	0.501729002
736	0.5015535109
737	0.5014844538
738	0.5014013186
739	0.5013215391
740	0.5012018721
741	0.5011530433
742	0.5010972071
743	0.501027664
744	0.5009255225
745	0.5006597622
746	0.5005343055
747	0.5004976569
748	0.5003210706
749	0.5002323886
750	0.5001139185
751	0.4998805206
752	0.4997078574
753	0.4996441895
754	0.4994965327
755	0.4993759469
756	0.4992511964
757	0.4991560984
758	0.4989983687
759	0.4988971969
760	0.4987004344
761	0.4985472803
762	0.4983844323
763	0.4982420274
764	0.4980925297
765	0.4980350017
766	0.4979185489
767	0.4978528665
768	0.4976766401
769	0.4975611844
770	0.4974328146
771	0.4973899197
772	0.4973198078
773	0.4972347895
774	0.497131085
775	0.4970946824
776	0.4970274752
777	0.4968420469
778	0.4968122542
779	0.4966937918
780	0.4964732825
781	0.4963147128
782	0.496218654
783	0.4961356724
784	0.4960249335
785	0.4958570504
786	0.4957954527
787	0.4956306976
788	0.4954707401
789	0.4953366618
790	0.4952208315
791	0.4951244306
792	0.4949500024
793	0.494826618
794	0.4946673415
795	0.4945000608
796	0.4943916025
797	0.4942215959
798	0.4940773231
799	0.4939751382
800	0.4938937761
801	0.4937413175
802	0.4936693902
803	0.4935203726
804	0.493380408
805	0.4932243163
806	0.4932034923
807	0.4931664817
808	0.4928948303
809	0.4927757885
810	0.4927497609
811	0.4926287578
812	0.4925790866
813	0.4924708249
814	0.4924215533
815	0.4923302521
816	0.4921912474
817	0.492048841
818	0.4919554277
819	0.4918927047
820	0.4916829401
821	0.491505117
822	0.4914440702
823	0.4912820716
824	0.4911320898
825	0.4910920945
826	0.4910425371
827	0.4909971694
828	0.4909038375
829	0.4907295152
830	0.4907054574
831	0.4906476962
832	0.4906065505
833	0.4904918403
834	0.4903987504
835	0.4903207444
836	0.4902462199
837	0.4900934214
838	0.4900077713
839	0.4899644799
840	0.4899032683
841	0.4898461989
842	0.4897932571
843	0.4897000232
844	0.4896143624
845	0.4895232074
846	0.4894699335
847	0.4893837246
848	0.4892600568
849	0.4890782687
850	0.4890134487
851	0.4889593481
852	0.4888571405
853	0.488809194
854	0.4887265788
855	0.4885763439
856	0.4884580475
857	0.4883636329
858	0.4883180519
859	0.4881072276
860	0.4880102011
861	0.4878959467
862	0.4877342395
863	0.4876050945
864	0.4875472701
865	0.4874355501
866	0.4873122801
867	0.4872026491
868	0.4870800705
869	0.4869468417
870	0.4868698973
871	0.4866074358
872	0.4865158
873	0.4864301146
874	0.4863450356
875	0.4863133751
876	0.4862054089
877	0.4860777264
878	0.4859397765
879	0.4858333633
880	0.4856617624
881	0.4855696847
882	0.485525938
883	0.4854203891
884	0.4853721067
885	0.4852121249
886	0.4851472136
887	0.4851131002
888	0.4850387142
889	0.4850071126
890	0.4848906236
891	0.4847652646
892	0.484693073
893	0.4846578653
894	0.4846311686
895	0.4844889974
896	0.4844116591
897	0.4843716785
898	0.4843257552
899	0.4842162999
900	0.4841760158
901	0.4841324286
902	0.4840068044
903	0.483853599
904	0.4837628764
905	0.4836460212
906	0.4834888037
907	0.4834427313
908	0.4834186426
909	0.4833831816
910	0.4833113146
911	0.4832716721
912	0.4831878155
913	0.4830972118
914	0.4830607999
915	0.4829752206
916	0.4829031339
917	0.4828356554
918	0.4827919985
919	0.4827070946
920	0.4825961086
921	0.4825044461
922	0.4823706474
923	0.4823005203
924	0.4822363162
925	0.4820662772
926	0.482023294
927	0.4819961197
928	0.4818715253
929	0.481756134
930	0.4816465194
931	0.4815775699
932	0.4814467986
933	0.4813420078
934	0.4812187176
935	0.4810838873
936	0.4809497755
937	0.4808400803
938	0.4807724101
939	0.4806856269
940	0.480622678
941	0.4805376474
942	0.4804277098
943	0.4803915067
944	0.4803173025
945	0.4802682246
946	0.4801368886
947	0.4800488569
948	0.4799987653
949	0.4799363011
950	0.4798275683
951	0.4798054539
952	0.4796716128
953	0.4796260537
954	0.4795003663
955	0.4793733073
956	0.4792481029
957	0.4791840538
958	0.4790921468
959	0.4790275437
960	0.4789298189
961	0.4787814268
962	0.4786563861
963	0.4785253615
964	0.4784443136
965	0.4783168214
966	0.4782679681
967	0.4781876934
968	0.4780473748
969	0.4780002083
970	0.4779143975
971	0.4777849986
972	0.477679522
973	0.4775167937
974	0.4774463628
975	0.4774149398
976	0.4773623615
977	0.4772843437
978	0.4771682593
979	0.4771488592
980	0.4770948914
981	0.4770015965
982	0.4768524815
983	0.4767427897
984	0.476719384
985	0.476700503
986	0.4766804326
987	0.4766207779
988	0.4764940164
989	0.4763818155
990	0.4763185172
991	0.476275814
992	0.4762363083
993	0.4761881323
994	0.4761557378
995	0.4760379717
996	0.4759190697
997	0.4758548422
998	0.4757622566
999	0.4757347067
